kind	level	name	limit_kind1	limit_lv1	limit_kind2	limit_lv2	restype1	resvalue1	restype2	resvalue2	restype3	resvalue3	restype4	resvalue4	worker	sec	value1	value2	value3	value4
2	12	城墙	1	13	0	0	1	1759	2	1759	0	0	0	0	1	2159	1200	0	0	0
2	13	城墙	1	14	0	0	1	2513	2	2513	0	0	0	0	1	2589	1300	0	0	0
2	14	城墙	1	15	0	0	1	3591	2	3591	0	0	0	0	1	3248	1400	0	0	0
2	15	城墙	1	16	0	0	1	5130	2	5130	0	0	0	0	1	4060	1500	0	0	0
2	16	城墙	1	17	0	0	1	7328	2	7328	0	0	0	0	1	5088	1600	0	0	0
2	17	城墙	1	18	0	0	1	10469	2	10469	0	0	0	0	1	6645	1700	0	0	0
2	18	城墙	1	19	0	0	1	14955	2	14955	0	0	0	0	1	7204	1800	0	0	0
2	19	城墙	1	20	0	0	1	21328	2	21328	0	0	0	0	1	8930	1900	0	0	0
2	20	城墙	1	21	0	0	1	24342	2	24342	3	24	4	24	1	11748	2000	0	0	0
2	21	城墙	1	22	0	0	1	28766	2	28766	3	35	4	35	1	13545	2100	0	0	0
2	22	城墙	1	23	0	0	1	36658	2	36658	3	50	4	50	1	15229	2205	0	0	0
2	23	城墙	1	24	0	0	1	39797	2	39797	3	71	4	71	1	18516	2315	0	0	0
2	24	城墙	1	25	0	0	1	45188	2	45188	3	101	4	101	1	24963	2430	0	0	0
2	25	城墙	1	26	0	0	1	48254	2	48254	3	145	4	145	1	28868	2551	0	0	0
2	26	城墙	1	27	0	0	1	51220	2	51220	3	207	4	207	1	32624	2678	0	0	0
2	27	城墙	1	28	0	0	1	64800	2	64800	3	296	4	296	1	38042	2811	0	0	0
2	28	城墙	1	29	0	0	1	68153	2	68153	3	422	4	422	1	43249	2951	0	0	0
2	29	城墙	1	30	0	0	1	74612	2	74612	3	603	4	603	1	48293	3098	0	0	0
2	30	城墙	1	31	0	0	1	81619	2	81619	3	862	4	862	1	53208	3252	0	0	0
2	31	城墙	1	32	0	0	1	87974	2	87974	3	1232	4	1232	1	59571	3414	0	0	0
2	32	城墙	1	33	0	0	1	102099	2	102099	3	1759	4	1759	1	65772	3584	0	0	0
2	33	城墙	1	34	0	0	1	114027	2	114027	3	2513	4	2513	1	73305	3763	0	0	0
2	34	城墙	1	35	0	0	1	120870	2	120870	3	3591	4	3591	1	80662	3951	0	0	0
2	35	城墙	1	36	0	0	1	127514	2	127514	3	5130	4	5130	1	89260	4148	0	0	0
2	36	城墙	1	37	0	0	1	140070	2	140070	3	7328	4	7328	1	97682	4355	0	0	0
2	37	城墙	1	38	0	0	1	162518	2	162518	3	10469	4	10469	1	107274	4572	0	0	0
2	38	城墙	1	39	0	0	1	169654	2	169654	3	14955	4	14955	1	117977	4800	0	0	0
2	39	城墙	1	40	0	0	1	184315	2	184315	3	21328	4	21328	1	128786	5040	0	0	0
2	40	城墙	1	41	0	0	1	191451	2	191451	3	24342	4	24342	1	140704	5292	0	0	0
2	41	城墙	1	42	0	0	1	201900	2	201900	3	28766	4	28766	1	152483	5556	0	0	0
2	42	城墙	1	43	0	0	1	238617	2	238617	3	36658	4	36658	1	166525	5833	0	0	0
2	43	城墙	1	44	0	0	1	250053	2	250053	3	39797	4	39797	1	180406	6124	0	0	0
2	44	城墙	1	45	0	0	1	261218	2	261218	3	45188	4	45188	1	195302	6430	0	0	0
2	45	城墙	1	46	0	0	1	283024	2	283024	3	48254	4	48254	1	211188	6751	0	0	0
2	46	城墙	1	47	0	0	1	294145	2	294145	3	51220	4	51220	1	228041	7088	0	0	0
2	47	城墙	1	48	0	0	1	332165	2	332165	3	64800	4	64800	1	246931	7442	0	0	0
2	48	城墙	1	49	0	0	1	357042	2	357042	3	68153	4	68153	1	265646	7814	0	0	0
2	49	城墙	1	50	0	0	1	372851	2	372851	3	74612	4	74612	1	285276	8204	0	0	0
2	50	城墙	1	51	0	0	1	384478	2	384478	3	81619	4	81619	1	306851	8614	0	0	0
2	51	城墙	1	52	0	0	1	414504	2	414504	3	87974	4	87974	1	328262	9044	0	0	0
2	52	城墙	1	53	0	0	1	465079	2	465079	3	102099	4	102099	1	352582	9496	0	0	0
2	53	城墙	1	54	0	0	1	481506	2	481506	3	114027	4	114027	1	376726	9970	0	0	0
2	54	城墙	1	55	0	0	1	515416	2	515416	3	120870	4	120870	1	402701	10468	0	0	0
2	55	城墙	1	56	0	0	1	531848	2	531848	3	127514	4	127514	1	429493	10991	0	0	0
2	56	城墙	1	57	0	0	1	548017	2	548017	3	140070	4	140070	1	458063	11540	0	0	0
2	57	城墙	1	58	0	0	1	631801	2	631801	3	162518	4	162518	1	488376	12117	0	0	0
2	58	城墙	1	59	0	0	1	649193	2	649193	3	169654	4	169654	1	519462	12722	0	0	0
2	59	城墙	1	60	0	0	1	670593	2	670593	3	184315	4	184315	1	552253	13358	0	0	0
2	60	城墙	1	61	0	0	1	670593	2	670593	3	184315	4	184315	1	552253	14025	0	0	0
3	0	酒馆	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3	1	酒馆	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
4	0	市场	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
4	1	市场	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
5	0	赌场	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
5	1	赌场	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
6	0	图书馆/神圣之地	1	1	0	0	1	24	2	24	0	0	0	0	1	6	0	0	0	0
6	1	图书馆/神圣之地	1	2	0	0	1	35	2	35	0	0	0	0	1	4	0	0	0	0
6	2	图书馆/神圣之地	1	3	0	0	1	50	2	50	0	0	0	0	1	77	0	0	0	0
6	3	图书馆/神圣之地	1	4	0	0	1	71	2	71	0	0	0	0	1	87	0	0	0	0
6	4	图书馆/神圣之地	1	5	0	0	1	101	2	101	0	0	0	0	1	97	0	0	0	0
6	5	图书馆/神圣之地	1	6	0	0	1	145	2	145	0	0	0	0	1	243	0	0	0	0
6	6	图书馆/神圣之地	1	7	0	0	1	207	2	207	0	0	0	0	1	358	0	0	0	0
6	7	图书馆/神圣之地	1	8	0	0	1	296	2	296	0	0	0	0	1	430	0	0	0	0
6	8	图书馆/神圣之地	1	9	0	0	1	422	2	422	0	0	0	0	1	773	0	0	0	0
6	9	图书馆/神圣之地	1	10	0	0	1	603	2	603	0	0	0	0	1	1055	0	0	0	0
6	10	图书馆/神圣之地	1	11	0	0	1	862	2	862	0	0	0	0	1	1349	0	0	0	0
6	11	图书馆/神圣之地	1	12	0	0	1	1232	2	1232	0	0	0	0	1	1744	0	0	0	0
6	12	图书馆/神圣之地	1	13	0	0	1	1759	2	1759	0	0	0	0	1	2159	0	0	0	0
6	13	图书馆/神圣之地	1	14	0	0	1	2513	2	2513	0	0	0	0	1	2589	0	0	0	0
6	14	图书馆/神圣之地	1	15	0	0	1	3591	2	3591	0	0	0	0	1	3248	0	0	0	0
6	15	图书馆/神圣之地	1	16	0	0	1	5130	2	5130	0	0	0	0	1	4060	0	0	0	0
6	16	图书馆/神圣之地	1	17	0	0	1	7328	2	7328	0	0	0	0	1	5088	0	0	0	0
6	17	图书馆/神圣之地	1	18	0	0	1	10469	2	10469	0	0	0	0	1	6645	0	0	0	0
6	18	图书馆/神圣之地	1	19	0	0	1	14955	2	14955	0	0	0	0	1	7204	0	0	0	0
6	19	图书馆/神圣之地	1	20	0	0	1	21328	2	21328	0	0	0	0	1	8930	0	0	0	0
6	20	图书馆/神圣之地	1	21	0	0	1	24342	2	24342	3	24	4	24	1	11748	0	0	0	0
6	21	图书馆/神圣之地	1	22	0	0	1	28766	2	28766	3	35	4	35	1	13545	0	0	0	0
6	22	图书馆/神圣之地	1	23	0	0	1	36658	2	36658	3	50	4	50	1	15229	0	0	0	0
6	23	图书馆/神圣之地	1	24	0	0	1	39797	2	39797	3	71	4	71	1	18516	0	0	0	0
6	24	图书馆/神圣之地	1	25	0	0	1	45188	2	45188	3	101	4	101	1	24963	0	0	0	0
6	25	图书馆/神圣之地	1	26	0	0	1	48254	2	48254	3	145	4	145	1	28868	0	0	0	0
6	26	图书馆/神圣之地	1	27	0	0	1	51220	2	51220	3	207	4	207	1	32624	0	0	0	0
6	27	图书馆/神圣之地	1	28	0	0	1	64800	2	64800	3	296	4	296	1	38042	0	0	0	0
6	28	图书馆/神圣之地	1	29	0	0	1	68153	2	68153	3	422	4	422	1	43249	0	0	0	0
6	29	图书馆/神圣之地	1	30	0	0	1	74612	2	74612	3	603	4	603	1	48293	0	0	0	0
6	30	图书馆/神圣之地	1	31	0	0	1	81619	2	81619	3	862	4	862	1	53208	0	0	0	0
6	31	图书馆/神圣之地	1	32	0	0	1	87974	2	87974	3	1232	4	1232	1	59571	0	0	0	0
6	32	图书馆/神圣之地	1	33	0	0	1	102099	2	102099	3	1759	4	1759	1	65772	0	0	0	0
6	33	图书馆/神圣之地	1	34	0	0	1	114027	2	114027	3	2513	4	2513	1	73305	0	0	0	0
6	34	图书馆/神圣之地	1	35	0	0	1	120870	2	120870	3	3591	4	3591	1	80662	0	0	0	0
6	35	图书馆/神圣之地	1	36	0	0	1	127514	2	127514	3	5130	4	5130	1	89260	0	0	0	0
6	36	图书馆/神圣之地	1	37	0	0	1	140070	2	140070	3	7328	4	7328	1	97682	0	0	0	0
6	37	图书馆/神圣之地	1	38	0	0	1	162518	2	162518	3	10469	4	10469	1	107274	0	0	0	0
6	38	图书馆/神圣之地	1	39	0	0	1	169654	2	169654	3	14955	4	14955	1	117977	0	0	0	0
6	39	图书馆/神圣之地	1	40	0	0	1	184315	2	184315	3	21328	4	21328	1	128786	0	0	0	0
6	40	图书馆/神圣之地	1	41	0	0	1	191451	2	191451	3	24342	4	24342	1	140704	0	0	0	0
6	41	图书馆/神圣之地	1	42	0	0	1	201900	2	201900	3	28766	4	28766	1	152483	0	0	0	0
6	42	图书馆/神圣之地	1	43	0	0	1	238617	2	238617	3	36658	4	36658	1	166525	0	0	0	0
6	43	图书馆/神圣之地	1	44	0	0	1	250053	2	250053	3	39797	4	39797	1	180406	0	0	0	0
6	44	图书馆/神圣之地	1	45	0	0	1	261218	2	261218	3	45188	4	45188	1	195302	0	0	0	0
6	45	图书馆/神圣之地	1	46	0	0	1	283024	2	283024	3	48254	4	48254	1	211188	0	0	0	0
6	46	图书馆/神圣之地	1	47	0	0	1	294145	2	294145	3	51220	4	51220	1	228041	0	0	0	0
6	47	图书馆/神圣之地	1	48	0	0	1	332165	2	332165	3	64800	4	64800	1	246931	0	0	0	0
6	48	图书馆/神圣之地	1	49	0	0	1	357042	2	357042	3	68153	4	68153	1	265646	0	0	0	0
6	49	图书馆/神圣之地	1	50	0	0	1	372851	2	372851	3	74612	4	74612	1	285276	0	0	0	0
6	50	图书馆/神圣之地	1	51	0	0	1	384478	2	384478	3	81619	4	81619	1	306851	0	0	0	0
6	51	图书馆/神圣之地	1	52	0	0	1	414504	2	414504	3	87974	4	87974	1	328262	0	0	0	0
6	52	图书馆/神圣之地	1	53	0	0	1	465079	2	465079	3	102099	4	102099	1	352582	0	0	0	0
6	53	图书馆/神圣之地	1	54	0	0	1	481506	2	481506	3	114027	4	114027	1	376726	0	0	0	0
6	54	图书馆/神圣之地	1	55	0	0	1	515416	2	515416	3	120870	4	120870	1	402701	0	0	0	0
6	55	图书馆/神圣之地	1	56	0	0	1	531848	2	531848	3	127514	4	127514	1	429493	0	0	0	0
6	56	图书馆/神圣之地	1	57	0	0	1	548017	2	548017	3	140070	4	140070	1	458063	0	0	0	0
6	57	图书馆/神圣之地	1	58	0	0	1	631801	2	631801	3	162518	4	162518	1	488376	0	0	0	0
6	58	图书馆/神圣之地	1	59	0	0	1	649193	2	649193	3	169654	4	169654	1	519462	0	0	0	0
6	59	图书馆/神圣之地	1	60	0	0	1	670593	2	670593	3	184315	4	184315	1	552253	0	0	0	0
6	60	图书馆/神圣之地	1	61	0	0	1	670593	2	670593	3	184315	4	184315	1	552253	0	0	0	0
7	0	许愿池/祭坛	1	1	0	0	1	24	2	24	0	0	0	0	1	6	0	0	0	0
7	1	许愿池/祭坛	1	2	0	0	1	35	2	35	0	0	0	0	1	4	1000	5	0	0
7	2	许愿池/祭坛	1	3	0	0	1	50	2	50	0	0	0	0	1	77	1500	5	0	0
7	3	许愿池/祭坛	1	4	0	0	1	71	2	71	0	0	0	0	1	87	2000	5	0	0
7	4	许愿池/祭坛	1	5	0	0	1	101	2	101	0	0	0	0	1	97	2500	5	0	0
7	5	许愿池/祭坛	1	6	0	0	1	145	2	145	0	0	0	0	1	243	3000	5	0	0
7	6	许愿池/祭坛	1	7	0	0	1	207	2	207	0	0	0	0	1	358	3500	5	0	0
7	7	许愿池/祭坛	1	8	0	0	1	296	2	296	0	0	0	0	1	430	4000	5	0	0
7	8	许愿池/祭坛	1	9	0	0	1	422	2	422	0	0	0	0	1	773	4500	5	0	0
7	9	许愿池/祭坛	1	10	0	0	1	603	2	603	0	0	0	0	1	1055	5000	5	0	0
7	10	许愿池/祭坛	1	11	0	0	1	862	2	862	0	0	0	0	1	1349	5500	6	0	0
7	11	许愿池/祭坛	1	12	0	0	1	1232	2	1232	0	0	0	0	1	1744	6018	6	0	0
7	12	许愿池/祭坛	1	13	0	0	1	1759	2	1759	0	0	0	0	1	2159	6576	6	0	0
7	13	许愿池/祭坛	1	14	0	0	1	2513	2	2513	0	0	0	0	1	2589	7177	6	0	0
7	14	许愿池/祭坛	1	15	0	0	1	3591	2	3591	0	0	0	0	1	3248	7822	6	0	0
7	15	许愿池/祭坛	1	16	0	0	1	5130	2	5130	0	0	0	0	1	4060	8514	6	0	0
7	16	许愿池/祭坛	1	17	0	0	1	7328	2	7328	0	0	0	0	1	5088	9255	6	0	0
7	17	许愿池/祭坛	1	18	0	0	1	10469	2	10469	0	0	0	0	1	6645	10048	6	0	0
7	18	许愿池/祭坛	1	19	0	0	1	14955	2	14955	0	0	0	0	1	7204	10894	6	0	0
7	19	许愿池/祭坛	1	20	0	0	1	21328	2	21328	0	0	0	0	1	8930	11796	6	0	0
7	20	许愿池/祭坛	1	21	0	0	1	24342	2	24342	3	24	4	24	1	11748	12756	7	0	0
7	21	许愿池/祭坛	1	22	0	0	1	28766	2	28766	3	35	4	35	1	13545	13776	7	0	0
7	22	许愿池/祭坛	1	23	0	0	1	36658	2	36658	3	50	4	50	1	15229	14858	7	0	0
7	23	许愿池/祭坛	1	24	0	0	1	39797	2	39797	3	71	4	71	1	18516	16004	7	0	0
7	24	许愿池/祭坛	1	25	0	0	1	45188	2	45188	3	101	4	101	1	24963	17215	7	0	0
7	25	许愿池/祭坛	1	26	0	0	1	48254	2	48254	3	145	4	145	1	28868	18493	7	0	0
7	26	许愿池/祭坛	1	27	0	0	1	51220	2	51220	3	207	4	207	1	32624	19840	7	0	0
7	27	许愿池/祭坛	1	28	0	0	1	64800	2	64800	3	296	4	296	1	38042	21257	7	0	0
7	28	许愿池/祭坛	1	29	0	0	1	68153	2	68153	3	422	4	422	1	43249	22744	7	0	0
7	29	许愿池/祭坛	1	30	0	0	1	74612	2	74612	3	603	4	603	1	48293	24303	7	0	0
7	30	许愿池/祭坛	1	31	0	0	1	81619	2	81619	3	862	4	862	1	53208	25934	7	0	0
7	31	许愿池/祭坛	1	32	0	0	1	87974	2	87974	3	1232	4	1232	1	59571	27638	7	0	0
7	32	许愿池/祭坛	1	33	0	0	1	102099	2	102099	3	1759	4	1759	1	65772	29414	7	0	0
7	33	许愿池/祭坛	1	34	0	0	1	114027	2	114027	3	2513	4	2513	1	73305	31262	7	0	0
7	34	许愿池/祭坛	1	35	0	0	1	120870	2	120870	3	3591	4	3591	1	80662	33182	7	0	0
7	35	许愿池/祭坛	1	36	0	0	1	127514	2	127514	3	5130	4	5130	1	89260	35172	7	0	0
7	36	许愿池/祭坛	1	37	0	0	1	140070	2	140070	3	7328	4	7328	1	97682	37232	7	0	0
7	37	许愿池/祭坛	1	38	0	0	1	162518	2	162518	3	10469	4	10469	1	107274	39359	7	0	0
7	38	许愿池/祭坛	1	39	0	0	1	169654	2	169654	3	14955	4	14955	1	117977	41551	7	0	0
7	39	许愿池/祭坛	1	40	0	0	1	184315	2	184315	3	21328	4	21328	1	128786	43806	7	0	0
7	40	许愿池/祭坛	1	41	0	0	1	191451	2	191451	3	24342	4	24342	1	140704	46121	7	0	0
7	41	许愿池/祭坛	1	42	0	0	1	201900	2	201900	3	28766	4	28766	1	152483	48492	7	0	0
7	42	许愿池/祭坛	1	43	0	0	1	238617	2	238617	3	36658	4	36658	1	166525	50916	7	0	0
7	43	许愿池/祭坛	1	44	0	0	1	250053	2	250053	3	39797	4	39797	1	180406	53389	7	0	0
7	44	许愿池/祭坛	1	45	0	0	1	261218	2	261218	3	45188	4	45188	1	195302	55905	7	0	0
7	45	许愿池/祭坛	1	46	0	0	1	283024	2	283024	3	48254	4	48254	1	211188	58460	7	0	0
7	46	许愿池/祭坛	1	47	0	0	1	294145	2	294145	3	51220	4	51220	1	228041	61048	7	0	0
7	47	许愿池/祭坛	1	48	0	0	1	332165	2	332165	3	64800	4	64800	1	246931	63664	7	0	0
7	48	许愿池/祭坛	1	49	0	0	1	357042	2	357042	3	68153	4	68153	1	265646	66301	7	0	0
7	49	许愿池/祭坛	1	50	0	0	1	372851	2	372851	3	74612	4	74612	1	285276	68953	7	0	0
7	50	许愿池/祭坛	1	51	0	0	1	384478	2	384478	3	81619	4	81619	1	306851	71612	7	0	0
7	51	许愿池/祭坛	1	52	0	0	1	414504	2	414504	3	87974	4	87974	1	328262	74271	7	0	0
7	52	许愿池/祭坛	1	53	0	0	1	465079	2	465079	3	102099	4	102099	1	352582	76923	7	0	0
7	53	许愿池/祭坛	1	54	0	0	1	481506	2	481506	3	114027	4	114027	1	376726	79560	7	0	0
7	54	许愿池/祭坛	1	55	0	0	1	515416	2	515416	3	120870	4	120870	1	402701	82174	7	0	0
7	55	许愿池/祭坛	1	56	0	0	1	531848	2	531848	3	127514	4	127514	1	429493	84756	7	0	0
7	56	许愿池/祭坛	1	57	0	0	1	548017	2	548017	3	140070	4	140070	1	458063	87298	7	0	0
7	57	许愿池/祭坛	1	58	0	0	1	631801	2	631801	3	162518	4	162518	1	488376	89792	7	0	0
7	58	许愿池/祭坛	1	59	0	0	1	649193	2	649193	3	169654	4	169654	1	519462	92229	7	0	0
7	59	许愿池/祭坛	1	60	0	0	1	670593	2	670593	3	184315	4	184315	1	552253	94600	7	0	0
7	60	许愿池/祭坛	1	61	0	0	1	670593	2	670593	3	184315	4	184315	1	552253	96897	7	0	0
8	0	大使馆/幽堂	1	1	0	0	1	24	2	24	0	0	0	0	1	6	0	0	0	0
8	1	大使馆/幽堂	1	2	0	0	1	35	2	35	0	0	0	0	1	4	1000	0	0	0
8	2	大使馆/幽堂	1	3	0	0	1	50	2	50	0	0	0	0	1	77	2000	0	0	0
8	3	大使馆/幽堂	1	4	0	0	1	71	2	71	0	0	0	0	1	87	3000	0	0	0
8	4	大使馆/幽堂	1	5	0	0	1	101	2	101	0	0	0	0	1	97	4000	0	0	0
8	5	大使馆/幽堂	1	6	0	0	1	145	2	145	0	0	0	0	1	243	5000	0	0	0
8	6	大使馆/幽堂	1	7	0	0	1	207	2	207	0	0	0	0	1	358	6000	0	0	0
8	7	大使馆/幽堂	1	8	0	0	1	296	2	296	0	0	0	0	1	430	7000	0	0	0
8	8	大使馆/幽堂	1	9	0	0	1	422	2	422	0	0	0	0	1	773	8000	0	0	0
8	9	大使馆/幽堂	1	10	0	0	1	603	2	603	0	0	0	0	1	1055	9000	0	0	0
8	10	大使馆/幽堂	1	11	0	0	1	862	2	862	0	0	0	0	1	1349	10000	0	0	0
8	11	大使馆/幽堂	1	12	0	0	1	1232	2	1232	0	0	0	0	1	1744	11000	0	0	0
8	12	大使馆/幽堂	1	13	0	0	1	1759	2	1759	0	0	0	0	1	2159	12000	0	0	0
8	13	大使馆/幽堂	1	14	0	0	1	2513	2	2513	0	0	0	0	1	2589	13000	0	0	0
8	14	大使馆/幽堂	1	15	0	0	1	3591	2	3591	0	0	0	0	1	3248	14000	0	0	0
