kind	level	name	nameid	class	perfab	sprite	desc
1	43	王城/圣殿	1	0	Minju_1	City_renlei_bingying_1	2001
1	44	王城/圣殿	1	0	Minju_1	City_renlei_bingying_1	2001
1	45	王城/圣殿	1	0	Minju_1	City_renlei_bingying_1	2001
1	46	王城/圣殿	1	0	Minju_1	City_renlei_bingying_1	2001
1	47	王城/圣殿	1	0	Minju_1	City_renlei_bingying_1	2001
1	48	王城/圣殿	1	0	Minju_1	City_renlei_bingying_1	2001
1	49	王城/圣殿	1	0	Minju_1	City_renlei_bingying_1	2001
1	50	王城/圣殿	1	0	Minju_1	City_renlei_bingying_1	2001
1	51	王城/圣殿	1	0	Minju_1	City_renlei_bingying_1	2001
1	52	王城/圣殿	1	0	Minju_1	City_renlei_bingying_1	2001
1	53	王城/圣殿	1	0	Minju_1	City_renlei_bingying_1	2001
1	54	王城/圣殿	1	0	Minju_1	City_renlei_bingying_1	2001
1	55	王城/圣殿	1	0	Minju_1	City_renlei_bingying_1	2001
1	56	王城/圣殿	1	0	Minju_1	City_renlei_bingying_1	2001
1	57	王城/圣殿	1	0	Minju_1	City_renlei_bingying_1	2001
1	58	王城/圣殿	1	0	Minju_1	City_renlei_bingying_1	2001
1	59	王城/圣殿	1	0	Minju_1	City_renlei_bingying_1	2001
1	60	王城/圣殿	1	0	Minju_1	City_renlei_bingying_1	2001
2	0	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	1	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	2	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	3	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	4	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	5	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	6	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	7	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	8	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	9	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	10	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	11	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	12	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	13	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	14	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	15	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	16	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	17	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	18	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	19	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	20	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	21	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	22	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	23	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	24	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	25	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	26	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	27	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	28	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	29	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	30	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	31	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	32	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	33	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	34	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	35	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	36	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	37	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	38	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	39	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	40	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	41	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	42	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	43	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	44	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	45	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	46	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	47	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	48	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	49	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	50	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	51	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	52	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	53	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	54	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	55	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	56	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	57	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	58	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	59	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
2	60	城墙	2	0	Minju_1	City_renlei_bingying_1	2001
3	0	酒馆	3	0	Minju_1	City_renlei_bingying_1	2001
3	1	酒馆	3	0	Minju_1	City_renlei_bingying_1	2001
4	0	市场	4	0	Minju_1	City_renlei_bingying_1	2001
4	1	市场	4	0	Minju_1	City_renlei_bingying_1	2001
5	0	赌场	5	0	Minju_1	City_renlei_bingying_1	2001
5	1	赌场	5	0	Minju_1	City_renlei_bingying_1	2001
6	0	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	1	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	2	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	3	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	4	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	5	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	6	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	7	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	8	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	9	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	10	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	11	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	12	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	13	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	14	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	15	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	16	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	17	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	18	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	19	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	20	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	21	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	22	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	23	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	24	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	25	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	26	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	27	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	28	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	29	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	30	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	31	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	32	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	33	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	34	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	35	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	36	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	37	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	38	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	39	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	40	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	41	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	42	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	43	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	44	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	45	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	46	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	47	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	48	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	49	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	50	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	51	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	52	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	53	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	54	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	55	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	56	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	57	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	58	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	59	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
6	60	图书馆/神圣之地	6	1	Minju_1	City_renlei_bingying_1	2001
7	0	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	1	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	2	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	3	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	4	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	5	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	6	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	7	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	8	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	9	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	10	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	11	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	12	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	13	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	14	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	15	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	16	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	17	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	18	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	19	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	20	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	21	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	22	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	23	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	24	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	25	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	26	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	27	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	28	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	29	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	30	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	31	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	32	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	33	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	34	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	35	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	36	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	37	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	38	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	39	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	40	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	41	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	42	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	43	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	44	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	45	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	46	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	47	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	48	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	49	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	50	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	51	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	52	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	53	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	54	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	55	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	56	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	57	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	58	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	59	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
7	60	许愿池/祭坛	7	1	Minju_1	City_renlei_bingying_1	2001
8	0	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	1	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	2	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	3	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	4	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	5	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	6	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	7	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	8	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	9	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	10	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	11	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	12	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	13	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	14	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	15	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	16	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	17	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	18	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	19	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	20	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	21	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	22	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	23	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	24	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	25	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	26	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	27	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	28	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	29	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	30	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	31	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	32	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	33	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	34	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	35	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	36	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	37	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	38	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	39	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	40	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	41	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	42	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	43	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	44	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	45	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	46	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	47	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	48	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	49	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	50	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	51	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	52	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	53	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	54	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	55	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	56	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	57	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	58	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	59	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
8	60	大使馆/幽堂	8	1	Minju_1	City_renlei_bingying_1	2001
9	0	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	1	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	2	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	3	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	4	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	5	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	6	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	7	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	8	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	9	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	10	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	11	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	12	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	13	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	14	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	15	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	16	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	17	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	18	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	19	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	20	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	21	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	22	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	23	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	24	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	25	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	26	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	27	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	28	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	29	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	30	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	31	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	32	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	33	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	34	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	35	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	36	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	37	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	38	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	39	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	40	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	41	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	42	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	43	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	44	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	45	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	46	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	47	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	48	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	49	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	50	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	51	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	52	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	53	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	54	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	55	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	56	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	57	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	58	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	59	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
9	60	铁匠铺	9	1	Minju_1	City_renlei_bingying_1	2001
10	0	校场/检阅场	10	1	Minju_1	City_renlei_bingying_1	2001
10	1	校场/检阅场	10	1	Minju_1	City_renlei_bingying_1	2001
